id	source_xpath	source_line	source_value	status	FHIR_targets	rule
amb-map-0099	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:id[2]/@extension	150	52415372312	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/identifier/0/value	copy
amb-map-0100	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:code[1]/@code	152	34	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/0/code; PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0101	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:code[1]/@codeSystem	152	1.2.643.5.1.13.13.11.1002	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/0/system; PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0102	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:code[1]/@codeSystemName	152	Должности медицинских и фармацевтических работников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0103	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:code[1]/@displayName	152	Врач-кардиолог	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/0/display; PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0104	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:code[1]/@codeSystemVersion	152	9.3	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/code/0/coding/1/version	NSI edition belongs to source OID coding
amb-map-0105	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	156	г Москва, ул Ладожская, д 4-6 стр 1	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/text	copy
amb-map-0106	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/address:stateCode[1]/@code	158	77	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/0/code; Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0107	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	158	1.2.643.5.1.13.13.99.2.206	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/0/system; Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0108	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	158	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0109	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/address:stateCode[1]/@displayName	158	г. Москва	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/0/display; Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0110	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	158	6.5	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0111	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/cda:postalCode[1]/text()	160	105005	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/postalCode	copy
amb-map-0112	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	164	212d3123-9c4d-4579-b31a-b5c6e9632b04	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0113	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	166	e59f1e55-75c8-4037-9615-ed7ce751b745	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/address/0/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0114	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:telecom[1]/@use	170	WP	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/contact/0/telecom/0/use	CDA contact use
amb-map-0115	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:telecom[1]/@value	170	tel:+74957443256	mapped	PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/contact/0/telecom/0/value; PractitionerRole/6715b4b6-261f-5d37-b28f-fdaec0148fc9#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0116	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:assignedPerson[1]/cda:name[1]/cda:family[1]/text()	176	Смирнов	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/name/0/family	copy
amb-map-0117	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:assignedPerson[1]/cda:name[1]/cda:given[1]/text()	178	Александр	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/name/0/given/0	copy
amb-map-0118	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:assignedPerson[1]/cda:name[1]/identity:Patronymic[1]/@xsi:type	180	ST	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0119	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:assignedPerson[1]/cda:name[1]/identity:Patronymic[1]/text()	180	Игоревич	mapped	Practitioner/b0051ece-3b9e-54a9-a634-333b438585b1#/name/0/given/1	copy
amb-map-0120	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/@classCode	184	ORG	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0121	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:id[1]/@root	186	1.2.643.5.1.13.13.12.2.77.7831	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/identifier/0/value	FRMO organization OID
amb-map-0122	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:id[1]/@extension	186	1.2.643.5.1.13.13.12.2.77.7831.0.107531	mapped	Organization/2b7446b3-0e86-5d8d-b921-b8952c321824#/identifier/0/value	FRMO department OID
amb-map-0123	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:name[1]/text()	188	"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 64 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/name	copy
amb-map-0124	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:telecom[1]/@use	190	WP	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/telecom/0/use	CDA contact use
amb-map-0125	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:telecom[1]/@value	190	tel:+74953754826	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/telecom/0/value; Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0126	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	194	г Москва, ул Ладожская, д 4-6 стр 1	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/text	copy
amb-map-0127	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@code	196	77	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/0/code; Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0128	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	196	1.2.643.5.1.13.13.99.2.206	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/0/system; Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0129	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	196	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0130	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@displayName	196	г. Москва	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/0/display; Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0131	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	196	6.5	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0132	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/cda:postalCode[1]/text()	198	105005	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/postalCode	copy
amb-map-0133	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	202	212d3123-9c4d-4579-b31a-b5c6e9632b04	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0134	/cda:ClinicalDocument[1]/cda:author[1]/cda:assignedAuthor[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	204	e59f1e55-75c8-4037-9615-ed7ce751b745	mapped	Organization/05421865-1429-5bb3-a92a-e2290284f92a#/contact/0/address/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0135	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/@classCode	215	ORG	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0136	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:id[1]/@root	217	1.2.643.5.1.13.13.12.2.77.7831	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/identifier/0/value	FRMO organization OID
amb-map-0137	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:name[1]/text()	219	"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 64 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/name	copy
amb-map-0138	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:telecom[1]/@use	221	WP	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/telecom/0/use	CDA contact use
amb-map-0139	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:telecom[1]/@value	221	tel:+74953754826	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/telecom/0/value; Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0140	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	225	г Москва, ул Ладожская, д 4-6 стр 1	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/text	copy
amb-map-0141	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/address:stateCode[1]/@code	227	77	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/0/code; Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0142	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	227	1.2.643.5.1.13.13.99.2.206	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/0/system; Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0143	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	227	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0144	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/address:stateCode[1]/@displayName	227	г. Москва	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/0/display; Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0145	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	227	6.5	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0146	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/cda:postalCode[1]/text()	229	105005	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/postalCode	copy
amb-map-0147	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	233	212d3123-9c4d-4579-b31a-b5c6e9632b04	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0148	/cda:ClinicalDocument[1]/cda:custodian[1]/cda:assignedCustodian[1]/cda:representedCustodianOrganization[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	235	e59f1e55-75c8-4037-9615-ed7ce751b745	mapped	Organization/c8715803-c73b-533f-857d-601b9167c83e#/contact/0/address/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0149	/cda:ClinicalDocument[1]/cda:informationRecipient[1]/cda:intendedRecipient[1]/cda:receivedOrganization[1]/cda:id[1]/@root	248	1.2.643.5.1.13	mapped	Organization/23d1a421-b28b-53a7-b206-a6d23c1d5ad2#/identifier/0/system; Organization/23d1a421-b28b-53a7-b206-a6d23c1d5ad2#/identifier/0/value	root-only II -> globally unique URI identifier
amb-map-0150	/cda:ClinicalDocument[1]/cda:informationRecipient[1]/cda:intendedRecipient[1]/cda:receivedOrganization[1]/cda:name[1]/text()	250	Министерство здравоохранения Российской Федерации	mapped	Organization/23d1a421-b28b-53a7-b206-a6d23c1d5ad2#/name	copy
amb-map-0151	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:time[1]/@nullFlavor	258	NI	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/attester/0/_time/extension	NullFlavor on primitive
amb-map-0152	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:signatureCode[1]/@nullFlavor	260	NI	report-only		GAP: no structured rule; source retained
amb-map-0153	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:id[1]/@root	264	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.70	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/identifier/0/system	OID namespace -> URI
amb-map-0154	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:id[1]/@extension	264	542174	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/identifier/0/value	copy
amb-map-0155	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:id[2]/@root	266	1.2.643.100.3	mapped	Practitioner/893e7ec7-0441-5604-ba60-f8ad5780d913#/identifier/0/system	OID namespace -> URI
amb-map-0156	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:id[2]/@extension	266	52415372312	mapped	Practitioner/893e7ec7-0441-5604-ba60-f8ad5780d913#/identifier/0/value	copy
amb-map-0157	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystem	268	1.2.643.5.1.13.13.11.1002	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/0/system; PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0158	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemName	268	Должности медицинских и фармацевтических работников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0159	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:code[1]/@code	268	334	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/0/code; PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0160	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:code[1]/@displayName	268	Главный врач медицинской организации	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/0/display; PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0161	/cda:ClinicalDocument[1]/cda:legalAuthenticator[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemVersion	268	9.3	mapped	PractitionerRole/e54a4cfe-bac7-5386-b848-a90ee10aa56e#/code/0/coding/1/version	NSI edition belongs to source OID coding
